rainfall_mm,river_water_level,relative_river_level_m,soil_moisture_percent,slope_angle_degrees,wind_speed_kmh,vegetation_density_ndvi,soil_type_idx,soil_texture_idx,lithology_idx,disaster_occurred
36.1,43.8,-1.2,41.8,5.4,17.4,0.6,3,3,3,0
13.8,42.5,-2.5,18.4,30.6,7.6,0.4,2,2,1,0
29.5,44.2,-0.8,39.4,5.3,23.3,0.48,3,3,3,0
36.7,41.2,-3.8,42.9,38.7,12.3,0.58,1,3,2,0
11.0,45.5,0.5,20.2,3.9,41.7,0.4,2,3,3,0
39.8,43.3,-1.7,28.0,9.1,35.7,0.7,3,2,3,0
3.7,42.5,-2.5,26.5,40.8,20.2,0.68,2,3,1,0
193.4,40.1,-4.9,100.0,55.0,24.4,0.17,2,1,1,1
18.8,44.1,-0.9,20.7,5.5,38.5,0.59,2,3,3,0
3.1,46.1,1.1,24.8,1.8,11.1,0.51,2,2,3,0
17.7,43.2,-1.8,29.8,2.2,25.9,0.66,2,3,3,0
1.9,44.5,-0.5,14.8,3.9,15.0,0.48,3,1,3,0
231.3,51.0,6.0,100.0,0.9,43.3,0.31,3,1,3,1
152.3,50.7,5.7,74.7,7.2,13.3,0.47,2,3,3,1
8.7,41.1,-3.9,19.8,57.9,20.6,0.56,1,2,1,0
2.7,43.9,-1.1,17.1,0.7,29.0,0.56,3,1,3,0
27.9,45.7,0.7,40.6,2.5,32.7,0.54,2,2,3,0
2.7,43.1,-1.9,29.3,6.4,23.0,0.69,3,3,3,0
35.9,44.2,-0.8,39.1,5.0,35.3,0.39,2,3,3,0
15.0,45.6,0.6,20.8,0.6,34.0,0.5,3,2,3,0
32.4,42.6,-2.4,23.4,29.7,38.9,0.52,2,2,1,0
11.1,44.0,-1.0,24.9,33.5,12.3,0.75,1,3,1,0
25.4,43.6,-1.4,24.2,0.6,8.7,0.33,3,3,3,0
6.6,43.8,-1.2,21.1,2.4,29.2,0.47,2,2,3,0
47.6,44.3,-0.7,36.6,45.2,23.8,0.54,1,2,2,0
4.2,43.8,-1.2,17.7,51.6,26.5,0.76,2,3,1,0
22.5,44.9,-0.1,25.7,2.6,33.6,0.42,3,1,3,0
29.0,45.0,0.0,40.1,9.2,42.6,0.31,2,3,3,0
193.7,42.0,-3.0,98.8,38.4,12.8,0.18,2,2,1,1
2.9,43.2,-1.8,19.6,52.0,14.9,0.55,2,2,2,0
27.9,45.6,0.6,26.4,9.2,23.2,0.55,3,3,3,0
25.8,46.7,1.7,28.3,2.5,28.4,0.3,2,1,3,0
12.1,46.9,1.9,28.0,8.8,20.3,0.63,2,2,3,0
17.2,43.2,-1.8,31.9,51.3,42.2,0.46,1,2,1,0
175.7,40.0,-5.0,93.4,25.2,34.3,0.2,1,1,2,1
37.9,44.8,-0.2,41.4,3.7,12.4,0.38,2,1,3,0
16.4,45.5,0.5,29.0,8.1,39.7,0.4,2,1,3,0
104.7,49.7,4.7,61.6,2.9,35.4,0.35,3,1,3,1
1.7,43.8,-1.2,26.5,2.7,20.0,0.57,2,3,3,0
34.1,43.0,-2.0,29.9,57.6,14.6,0.54,2,2,2,0
0.2,44.4,-0.6,18.1,38.2,38.4,0.75,1,1,2,0
9.9,44.8,-0.2,27.7,6.0,39.8,0.68,3,3,3,0
2.3,40.1,-4.9,17.4,48.1,22.8,0.72,1,3,2,0
46.5,42.1,-2.9,45.7,39.0,41.2,0.79,1,3,2,0
39.2,44.3,-0.7,26.3,35.3,24.9,0.69,1,1,1,0
24.1,44.5,-0.5,24.5,54.1,11.8,0.62,2,3,1,0
36.1,46.1,1.1,28.8,1.1,15.3,0.36,2,2,3,0
34.9,46.7,1.7,39.3,6.7,29.0,0.34,3,3,3,0
5.8,44.0,-1.0,14.1,38.2,34.6,0.44,2,1,2,0
23.1,43.0,-2.0,20.5,5.7,26.4,0.64,2,2,3,0
11.1,42.6,-2.4,25.2,36.2,23.4,0.56,2,1,1,0
37.4,40.7,-4.3,41.5,54.3,6.4,0.74,2,2,2,0
23.9,45.0,0.0,29.5,42.6,33.2,0.73,1,2,2,0
33.9,46.7,1.7,28.1,9.8,34.4,0.36,3,1,3,0
16.9,45.0,0.0,36.6,50.5,35.3,0.67,2,2,1,0
28.0,45.2,0.2,23.1,5.3,17.9,0.41,3,3,3,0
5.5,45.8,0.8,18.0,8.5,10.8,0.48,3,1,3,0
4.1,46.1,1.1,28.8,7.4,20.1,0.44,2,2,3,0
37.8,43.5,-1.5,35.4,9.3,18.5,0.44,2,2,3,0
163.5,49.9,4.9,87.3,6.3,11.9,0.4,3,3,3,1
13.8,44.3,-0.7,22.9,52.2,9.8,0.66,1,1,2,0
22.9,44.1,-0.9,34.1,4.9,36.8,0.31,2,1,3,0
125.1,42.9,-2.1,75.9,41.9,12.4,0.28,2,3,2,1
21.6,46.3,1.3,31.7,3.9,35.1,0.33,3,1,3,0
12.6,43.2,-1.8,26.5,1.8,31.1,0.3,2,1,3,0
18.2,44.9,-0.1,25.7,54.8,42.8,0.62,1,1,1,0
23.1,45.8,0.8,29.7,3.0,44.4,0.56,3,2,3,0
12.0,46.3,1.3,33.9,6.9,29.1,0.39,2,1,3,0
32.5,42.7,-2.3,32.1,34.7,42.8,0.47,2,3,1,0
49.8,40.4,-4.6,33.8,57.9,19.9,0.68,1,3,1,0
15.2,46.9,1.9,21.0,4.2,15.8,0.43,2,3,3,0
14.5,44.3,-0.7,21.3,6.8,39.8,0.33,3,1,3,0
194.1,41.9,-3.1,100.0,25.3,17.3,0.14,2,2,1,1
35.9,43.7,-1.3,43.3,5.3,20.6,0.52,3,2,3,0
7.8,40.0,-5.0,20.7,41.7,34.4,0.45,1,1,2,0
49.3,43.5,-1.5,39.8,49.8,16.0,0.72,1,2,2,0
12.5,43.4,-1.6,16.6,3.1,34.2,0.68,2,1,3,0
19.7,46.5,1.5,37.1,5.8,22.0,0.6,2,3,3,0
36.4,46.0,1.0,38.8,4.8,33.1,0.46,2,3,3,0
44.1,44.8,-0.2,32.1,33.5,8.0,0.61,1,1,2,0
5.7,41.9,-3.1,17.3,58.3,26.6,0.77,2,1,2,0
28.4,41.1,-3.9,27.5,35.5,42.3,0.49,2,3,2,0
173.7,49.9,4.9,81.6,9.4,19.0,0.32,3,3,3,1
3.4,45.1,0.1,14.4,4.0,10.0,0.34,2,2,3,0
12.0,44.7,-0.3,18.4,1.6,37.5,0.39,3,1,3,0
0.3,40.7,-4.3,24.3,48.0,9.4,0.75,2,2,1,0
6.4,43.8,-1.2,22.1,1.3,31.6,0.6,3,2,3,0
13.0,46.1,1.1,32.8,4.2,25.1,0.62,3,3,3,0
0.7,40.6,-4.4,11.3,29.6,38.2,0.67,1,2,1,0
168.6,50.9,5.9,92.0,4.3,12.5,0.41,3,2,3,1
19.0,46.1,1.1,19.7,8.6,34.2,0.57,2,3,3,0
106.1,52.0,7.0,71.0,1.9,22.1,0.39,2,3,3,1
28.0,46.9,1.9,25.6,0.9,22.0,0.45,2,1,3,0
17.6,41.3,-3.7,23.4,47.5,6.9,0.57,2,1,1,0
36.3,43.4,-1.6,28.2,0.5,42.9,0.38,3,2,3,0
6.5,43.4,-1.6,28.8,35.7,34.7,0.54,1,3,1,0
128.5,42.9,-2.1,73.4,33.3,6.6,0.23,2,3,1,1
187.5,50.0,5.0,99.5,1.9,44.6,0.67,3,1,3,1
35.7,46.0,1.0,41.2,0.4,27.4,0.47,2,2,3,0
46.6,40.3,-4.7,29.1,40.7,29.0,0.6,1,3,2,0
29.6,44.6,-0.4,35.5,2.9,39.8,0.62,2,1,3,0
24.3,43.8,-1.2,19.8,4.4,27.9,0.52,3,3,3,0
10.4,46.4,1.4,20.1,8.8,15.7,0.5,3,1,3,0
37.7,44.1,-0.9,27.7,2.2,39.9,0.42,2,1,3,0
155.6,50.8,5.8,79.6,9.9,8.3,0.51,2,3,3,1
185.3,41.6,-3.4,88.5,50.3,43.6,0.26,2,1,2,1
31.3,44.7,-0.3,26.6,59.0,22.7,0.64,1,2,2,0
21.7,42.2,-2.8,28.3,32.1,24.8,0.46,2,2,1,0
29.2,45.6,0.6,22.1,8.2,11.5,0.38,2,1,3,0
22.8,40.7,-4.3,27.2,49.1,34.0,0.66,1,1,1,0
102.2,51.5,6.5,69.6,6.0,10.3,0.45,3,1,3,1
178.9,44.8,-0.2,95.7,30.0,13.1,0.17,1,2,1,1
27.2,42.4,-2.6,31.8,53.5,5.8,0.51,2,1,2,0
5.7,46.6,1.6,12.8,5.4,22.1,0.5,2,1,3,0
45.1,43.4,-1.6,47.9,47.9,14.0,0.6,1,2,2,0
4.2,41.8,-3.2,14.7,27.7,22.1,0.42,2,2,1,0
25.0,44.1,-0.9,37.5,6.8,15.8,0.66,2,2,3,0
38.9,44.3,-0.7,28.5,57.7,22.9,0.46,1,2,1,0
3.6,47.0,2.0,15.1,1.1,20.4,0.68,3,2,3,0
46.1,40.7,-4.3,39.4,39.8,26.5,0.55,2,2,2,0
32.5,43.9,-1.1,24.7,3.8,19.5,0.51,3,1,3,0
2.4,44.4,-0.6,27.9,3.6,39.7,0.68,3,1,3,0
37.3,41.1,-3.9,38.8,41.1,10.7,0.45,2,3,1,0
26.5,43.3,-1.7,37.3,7.0,39.8,0.45,3,1,3,0
233.0,50.2,5.2,100.0,3.7,23.8,0.4,2,1,3,1
14.3,43.9,-1.1,33.3,41.5,6.3,0.46,2,1,2,0
22.2,46.3,1.3,37.3,0.1,25.1,0.57,3,3,3,0
160.4,51.9,6.9,89.0,4.2,21.0,0.41,2,1,3,1
12.5,45.6,0.6,31.5,3.9,11.6,0.63,2,2,3,0
42.3,40.4,-4.6,32.6,31.8,26.7,0.41,1,1,1,0
37.2,44.0,-1.0,26.6,6.0,27.8,0.38,3,1,3,0
148.5,44.7,-0.3,77.4,26.6,12.8,0.16,2,2,1,1
5.1,42.0,-3.0,15.0,59.1,28.5,0.72,1,2,2,0
3.9,40.8,-4.2,30.6,45.5,14.3,0.65,1,1,2,0
39.7,45.4,0.4,36.3,7.7,35.7,0.7,2,2,3,0
1.6,45.9,0.9,24.3,3.4,14.6,0.55,3,3,3,0
222.6,49.9,4.9,100.0,9.6,36.9,0.34,3,1,3,1
14.0,44.7,-0.3,17.4,28.3,12.2,0.55,2,2,1,0
129.9,43.3,-1.7,62.8,59.5,39.4,0.21,2,2,2,1
47.6,41.8,-3.2,42.7,55.0,25.2,0.55,1,2,2,0
32.8,43.0,-2.0,40.2,6.2,16.6,0.6,2,1,3,0
17.4,44.4,-0.6,27.7,54.9,37.7,0.59,1,1,2,0
30.7,43.8,-1.2,28.9,1.8,17.7,0.67,2,3,3,0
132.5,41.4,-3.6,75.8,32.4,17.8,0.19,2,1,1,1
10.6,44.9,-0.1,29.4,27.2,21.9,0.41,2,2,2,0
239.8,50.4,5.4,100.0,0.8,13.6,0.41,2,2,3,1
38.5,44.2,-0.8,29.4,8.3,42.7,0.66,2,2,3,0
19.5,41.8,-3.2,33.5,43.7,28.9,0.4,1,1,2,0
37.4,45.0,0.0,31.3,3.2,36.7,0.31,3,3,3,0
31.7,44.7,-0.3,34.2,34.2,6.5,0.66,1,3,2,0
8.4,43.8,-1.2,27.0,4.2,43.2,0.54,2,2,3,0
22.8,43.5,-1.5,26.2,25.6,26.7,0.56,2,3,1,0
29.7,42.1,-2.9,29.5,29.0,38.8,0.62,1,3,2,0
172.0,44.0,-1.0,87.0,47.2,24.9,0.22,1,3,1,1
8.5,46.1,1.1,24.4,6.3,9.6,0.57,2,2,3,0
28.2,46.0,1.0,21.4,3.5,20.0,0.47,3,1,3,0
20.7,44.2,-0.8,36.3,34.4,21.6,0.5,2,1,2,0
29.6,44.3,-0.7,25.2,1.5,27.9,0.64,3,2,3,0
33.1,46.2,1.2,34.8,5.6,10.2,0.38,3,3,3,0
21.9,44.5,-0.5,34.8,59.2,25.2,0.44,1,3,2,0
4.7,44.7,-0.3,24.5,54.5,28.7,0.57,2,1,1,0
172.6,50.9,5.9,86.2,5.7,14.6,0.6,2,1,3,1
13.7,43.9,-1.1,28.0,31.8,30.5,0.77,1,3,2,0
35.8,43.4,-1.6,34.2,1.1,19.5,0.34,2,1,3,0
3.8,40.4,-4.6,19.0,28.5,17.5,0.67,1,2,2,0
25.2,46.4,1.4,22.4,1.8,18.7,0.66,2,2,3,0
6.1,42.6,-2.4,23.2,59.8,25.7,0.64,1,1,1,0
122.2,49.3,4.3,72.7,8.7,10.1,0.66,2,2,3,1
23.4,43.5,-1.5,28.1,32.0,42.9,0.72,1,1,2,0
29.4,40.5,-4.5,25.9,31.1,33.9,0.47,2,2,2,0
21.5,43.1,-1.9,26.1,39.8,30.3,0.63,2,1,2,0
41.3,42.9,-2.1,45.8,30.9,19.1,0.66,1,1,2,0
9.8,43.9,-1.1,21.4,1.8,10.8,0.47,3,2,3,0
22.7,44.3,-0.7,23.7,0.1,7.6,0.59,2,2,3,0
37.9,46.2,1.2,38.6,5.3,28.0,0.52,2,3,3,0
2.5,44.1,-0.9,11.9,48.9,16.0,0.6,2,1,2,0
0.9,43.1,-1.9,26.0,4.5,28.0,0.54,3,1,3,0
2.0,44.5,-0.5,12.2,35.0,8.8,0.66,2,2,1,0
24.7,40.4,-4.6,25.8,34.6,44.4,0.42,2,2,2,0
101.7,49.3,4.3,57.1,8.4,32.5,0.31,2,2,3,1
32.6,45.2,0.2,23.1,1.7,32.5,0.59,2,1,3,0
13.2,40.2,-4.8,31.1,55.9,20.2,0.68,1,3,1,0
5.9,45.3,0.3,29.4,9.2,40.8,0.35,3,3,3,0
16.1,43.3,-1.7,21.0,48.4,15.6,0.69,1,2,2,0
8.2,43.3,-1.7,32.7,3.5,7.4,0.56,2,1,3,0
133.4,50.8,5.8,73.9,4.7,39.3,0.38,3,2,3,1
48.8,41.1,-3.9,39.8,47.9,36.2,0.75,1,1,1,0
23.1,43.4,-1.6,28.5,2.8,9.3,0.57,2,1,3,0
205.9,50.4,5.4,97.7,0.2,42.1,0.37,3,1,3,1
2.7,42.5,-2.5,13.0,40.1,30.9,0.51,1,3,2,0
30.4,40.9,-4.1,24.3,31.8,7.0,0.61,1,1,2,0
9.6,45.1,0.1,19.3,2.2,40.3,0.66,2,3,3,0
13.4,43.7,-1.3,31.1,38.7,18.9,0.48,1,2,1,0
23.8,42.5,-2.5,37.7,50.7,14.5,0.52,1,2,1,0
102.0,50.4,5.4,57.5,1.7,12.1,0.66,3,2,3,1
23.3,45.0,0.0,24.3,1.7,9.4,0.54,2,1,3,0
184.3,43.9,-1.1,93.5,54.2,19.0,0.17,1,3,1,1
15.1,42.3,-2.7,26.4,48.2,31.6,0.53,2,3,2,0
33.0,44.9,-0.1,33.2,28.9,14.8,0.46,1,3,1,0
5.4,44.6,-0.4,24.7,37.6,26.8,0.51,1,2,1,0
16.7,47.0,2.0,22.9,2.7,6.6,0.66,3,3,3,0
39.6,44.0,-1.0,28.0,54.2,5.3,0.54,1,3,2,0
22.3,43.7,-1.3,28.7,4.7,7.6,0.51,2,2,3,0
2.1,44.2,-0.8,19.4,4.5,31.4,0.41,2,1,3,0
20.1,46.8,1.8,29.3,2.5,43.1,0.65,3,3,3,0
137.5,42.9,-2.1,72.1,30.0,37.5,0.19,1,3,2,1
8.7,44.6,-0.4,31.0,39.8,37.2,0.57,1,1,2,0
3.4,45.3,0.3,23.9,2.5,26.8,0.52,3,2,3,0
17.9,42.5,-2.5,26.5,28.4,43.5,0.54,2,2,2,0
30.2,45.5,0.5,28.1,9.1,14.7,0.68,2,3,3,0
20.1,43.8,-1.2,34.2,29.5,40.0,0.4,2,2,1,0
13.3,43.4,-1.6,21.1,0.8,24.3,0.63,3,2,3,0
22.5,46.9,1.9,21.7,1.2,40.8,0.58,2,3,3,0
32.2,45.5,0.5,26.9,3.0,7.7,0.59,3,1,3,0
33.3,44.8,-0.2,24.4,5.2,9.9,0.38,2,2,3,0
43.0,44.1,-0.9,35.8,59.4,30.4,0.65,1,1,2,0
21.9,44.9,-0.1,24.6,8.2,31.7,0.37,2,3,3,0
23.2,41.9,-3.1,22.2,37.9,16.3,0.73,2,1,2,0
31.0,43.2,-1.8,40.5,25.4,43.5,0.42,2,2,1,0
10.5,42.5,-2.5,24.7,34.7,25.5,0.76,1,1,2,0
5.6,46.1,1.1,25.4,3.5,41.9,0.48,3,1,3,0
38.8,42.9,-2.1,28.1,38.2,18.0,0.61,2,3,1,0
8.0,40.2,-4.8,15.3,45.5,42.4,0.44,2,2,1,0
44.6,44.5,-0.5,36.2,51.6,7.6,0.7,1,3,1,0
42.0,43.8,-1.2,33.2,29.0,32.9,0.77,1,2,2,0
27.2,43.9,-1.1,35.7,9.9,22.4,0.38,2,3,3,0
8.1,46.2,1.2,31.1,0.9,19.4,0.55,2,2,3,0
33.1,45.0,0.0,30.4,3.4,41.0,0.38,3,1,3,0
5.1,45.1,0.1,14.1,4.4,24.9,0.65,3,1,3,0
43.6,42.0,-3.0,33.2,25.8,26.4,0.46,2,1,2,0
49.2,42.9,-2.1,30.3,39.0,21.9,0.66,1,1,1,0
16.5,41.0,-4.0,34.8,56.1,7.5,0.7,1,2,1,0
166.6,51.2,6.2,95.2,8.1,40.5,0.44,2,2,3,1
9.0,44.4,-0.6,23.2,2.7,36.3,0.34,2,1,3,0
21.4,46.4,1.4,32.2,9.3,34.5,0.61,2,3,3,0
6.9,42.1,-2.9,30.7,26.8,44.3,0.58,2,2,1,0
120.8,41.2,-3.8,73.4,31.8,37.3,0.18,2,3,1,1
2.3,43.2,-1.8,19.7,9.9,16.3,0.65,2,2,3,0
32.9,40.6,-4.4,24.7,46.1,42.5,0.66,1,1,2,0
18.3,42.2,-2.8,34.7,49.7,14.8,0.62,2,2,1,0
47.5,41.7,-3.3,30.6,49.4,41.5,0.59,1,3,1,0
31.5,43.1,-1.9,27.3,3.0,22.6,0.35,2,2,3,0
12.0,46.9,1.9,16.0,0.2,39.2,0.41,2,2,3,0
19.0,42.2,-2.8,28.2,25.7,31.4,0.66,2,1,2,0
37.9,44.1,-0.9,41.7,57.8,22.4,0.54,2,2,2,0
